id,theme_만족도,theme_맛,theme_서비스,theme_음식량,theme_위치,theme_목적,theme_예약,theme_가격,theme_전망,theme_메뉴,theme_분위기,theme_주차,theme_대기시간,theme_배달,theme_청결도,theme_방역,theme_재료,theme_부대・공용시설,theme_작품관람,theme_혼잡도,theme_편의시설,theme_공연・전시공간,theme_작가・출연진,theme_좌석,theme_메인시설,theme_평판,theme_관리,theme_소음,theme_사이즈,theme_성능,theme_향기,theme_비품,theme_음식・조식,theme_편의・부대시설,theme_케이스,theme_내부공간,theme_아이만족도,theme_입장,theme_사용성,theme_즐길거리,theme_시설물관리,theme_사용감,theme_건강,theme_디자인,theme_포장,theme_인기도,theme_용량
1001501444,20.0,25.0,7.0,4.0,,,,6.0,,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042347075,45.0,77.0,27.0,4.0,,,,3.0,,1.0,3.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37333103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392955667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616387423,25.0,35.0,5.0,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104794393,22.0,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124919622,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378951704,3.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091853504,20.0,22.0,3.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191611389,6.0,7.0,4.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224043187,21.0,31.0,10.0,1.0,3.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232388375,22.0,35.0,11.0,1.0,,,,3.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405097012,17.0,27.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451805412,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16847283,16.0,14.0,5.0,3.0,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16843094,5.0,6.0,1.0,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21758125,20.0,28.0,5.0,3.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32709011,169.0,184.0,55.0,36.0,4.0,9.0,,24.0,1.0,5.0,2.0,,1.0,9.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180567611,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248048946,41.0,51.0,16.0,9.0,,3.0,,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16728166,4.0,3.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068255,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33705556,20.0,28.0,9.0,2.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21729803,55.0,96.0,16.0,14.0,,,,5.0,,4.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34555888,4.0,5.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16815741,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199943841,11.0,13.0,7.0,6.0,,2.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621840679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16843111,18.0,36.0,5.0,1.0,1.0,1.0,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519481500,10.0,10.0,3.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002526893,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35160465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572224915,4.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968768489,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37534491,5.0,7.0,4.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19765895,78.0,103.0,57.0,16.0,2.0,,,11.0,,,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440091637,2.0,7.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220319606,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992512543,139.0,208.0,55.0,24.0,,5.0,1.0,6.0,,2.0,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129225263,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33137253,22.0,15.0,6.0,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081300279,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228944662,30.0,67.0,7.0,6.0,,1.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460122155,22.0,35.0,9.0,3.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36513237,108.0,186.0,30.0,24.0,2.0,4.0,1.0,7.0,,1.0,4.0,2.0,10.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32155884,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16738637,9.0,7.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16808722,28.0,28.0,6.0,1.0,2.0,1.0,,5.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32160296,14.0,16.0,9.0,1.0,,,,6.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16865744,53.0,78.0,4.0,10.0,,,1.0,5.0,,4.0,,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964923412,26.0,20.0,7.0,,,,,4.0,1.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16755446,9.0,21.0,2.0,5.0,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16755414,8.0,10.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16755433,4.0,5.0,1.0,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13318783,29.0,29.0,12.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214313926,37.0,47.0,19.0,3.0,1.0,3.0,1.0,2.0,1.0,5.0,10.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899954283,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37657853,45.0,60.0,5.0,3.0,,2.0,,2.0,3.0,3.0,2.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908436142,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205439770,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32154941,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32154944,9.0,13.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948797431,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16985643,13.0,6.0,4.0,1.0,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13110864,5.0,3.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32156003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21572664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520054212,8.0,11.0,4.0,1.0,,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37223393,109.0,140.0,19.0,42.0,,,2.0,21.0,,2.0,1.0,1.0,6.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594106231,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16834816,8.0,11.0,2.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37548274,13.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552846425,7.0,11.0,2.0,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19775378,34.0,45.0,10.0,12.0,5.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16755382,13.0,11.0,10.0,4.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16812324,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570752776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17006627,15.0,9.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851316898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32167227,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38275068,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19490234,27.0,73.0,10.0,12.0,2.0,2.0,,,3.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186046633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16746102,3.0,5.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270732265,13.0,20.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074316875,37.0,53.0,31.0,1.0,1.0,1.0,,1.0,6.0,,1.0,2.0,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327901965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11619404,62.0,58.0,26.0,8.0,4.0,,,4.0,12.0,4.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20668445,30.0,22.0,11.0,7.0,,,1.0,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16988905,26.0,24.0,9.0,1.0,1.0,3.0,,1.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31528541,37.0,36.0,13.0,7.0,1.0,5.0,3.0,2.0,,3.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028024814,3.0,9.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20945016,2.0,5.0,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698316230,23.0,12.0,9.0,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038516401,12.0,6.0,13.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16744726,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20253370,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16742694,6.0,6.0,3.0,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20772784,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16744063,2.0,1.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34048178,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826198509,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34433097,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568323249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31387572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32155260,11.0,13.0,2.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942614178,303.0,326.0,120.0,51.0,14.0,12.0,4.0,25.0,54.0,10.0,23.0,1.0,1.0,,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880161641,56.0,56.0,23.0,17.0,5.0,5.0,6.0,5.0,7.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16744945,10.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694284487,20.0,26.0,14.0,7.0,1.0,1.0,,2.0,,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633311262,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268840738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17002388,18.0,26.0,4.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16789485,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437306771,5.0,5.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20771663,18.0,51.0,5.0,4.0,,1.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850309701,19.0,23.0,8.0,,1.0,1.0,1.0,,,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38711063,3.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12980813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16782345,7.0,5.0,3.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32159465,7.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880077057,27.0,61.0,33.0,7.0,1.0,3.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638580722,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21378063,5.0,7.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36399029,179.0,138.0,18.0,1.0,11.0,2.0,,3.0,45.0,10.0,37.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528955401,141.0,174.0,75.0,24.0,1.0,6.0,10.0,4.0,5.0,3.0,15.0,,2.0,13.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34713993,43.0,47.0,25.0,5.0,,7.0,2.0,4.0,,4.0,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967654629,14.0,24.0,11.0,3.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136579682,5.0,11.0,6.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13072444,5.0,14.0,2.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16888383,112.0,227.0,34.0,14.0,,3.0,2.0,4.0,,3.0,2.0,1.0,2.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656874333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16755494,135.0,142.0,48.0,26.0,26.0,10.0,,9.0,36.0,13.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16846671,32.0,49.0,5.0,5.0,5.0,1.0,1.0,5.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718547613,3.0,5.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35911640,17.0,12.0,2.0,4.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152836400,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099190187,49.0,51.0,24.0,12.0,3.0,3.0,,5.0,5.0,3.0,3.0,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16886001,39.0,64.0,15.0,1.0,,,,5.0,,1.0,,,2.0,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16810085,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16755439,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16696440,17.0,35.0,2.0,2.0,,1.0,,3.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38263865,2.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19391933,29.0,23.0,10.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767434587,,11.0,,1.0,,,,1.0,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684594174,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357174746,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34014820,178.0,177.0,79.0,38.0,7.0,16.0,5.0,15.0,14.0,5.0,6.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688658775,6.0,8.0,3.0,2.0,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725026535,9.0,8.0,5.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681194626,18.0,21.0,13.0,2.0,1.0,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13401170,4.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33752309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16740751,83.0,80.0,38.0,13.0,2.0,6.0,,3.0,,2.0,8.0,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403100,2.0,2.0,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573885970,8.0,10.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11712196,650.0,924.0,120.0,74.0,28.0,17.0,1.0,38.0,14.0,12.0,19.0,18.0,5.0,2.0,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383138120,193.0,95.0,21.0,1.0,15.0,5.0,,6.0,67.0,3.0,30.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38410747,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016461586,12.0,15.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16872668,110.0,151.0,37.0,10.0,,2.0,1.0,4.0,,1.0,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30815249,4.0,8.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13201759,11.0,12.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16752111,4.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12911931,82.0,85.0,31.0,10.0,,3.0,2.0,11.0,7.0,1.0,2.0,,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16752125,15.0,14.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332964404,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308424485,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969391577,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16806902,11.0,11.0,3.0,2.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334270846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220274935,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32891339,152.0,185.0,30.0,20.0,4.0,4.0,,19.0,20.0,3.0,11.0,3.0,2.0,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16760037,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12907271,10.0,14.0,8.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955853794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669302635,4.0,3.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780156244,202.0,260.0,83.0,29.0,3.0,9.0,1.0,18.0,,9.0,17.0,1.0,6.0,8.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174429005,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105038521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060643207,6.0,9.0,2.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078627514,4.0,1.0,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417178196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799634125,3.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797304240,2.0,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114022643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076137813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32153266,58.0,86.0,3.0,4.0,,2.0,,1.0,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737069071,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939675379,4.0,8.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373711375,8.0,21.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37275041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36194421,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992288999,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732783421,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901371326,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34016987,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36181902,4.0,4.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949305006,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37588486,8.0,16.0,4.0,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151012430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32033383,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696172849,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
