original_id,review_id,rating,body,visited,votedKeywords
1584252354,618773426cee450050b41c69,,"특회정식은 참치가 추가된다는데
참치를 좋아하는편이 아니라
회정식 먹고 왔어요.
음식들 대부분이 정갈하고 맛있어요.
먹는거 봐가며 먹다 끊기지 않게
음식도 센쓰있게 가져다 주셔요.
뻥 뚫려있는 단독홀이라 
조금은 시끄러워요.
제가 간 날은 목소리 크신분이 
어찌나 열변을 토하시는지 
귀따갑고 신경쓰였어요.
후식으로 식혜도 주시는데
식혜도 맛이 좋아요.
주방에 계신분들 손맛이 좋은듯요.",21.11.7.일,"{'주차하기 편해요': True, '친절해요': True, '음식이 맛있어요': True, '재료가 신선해요': True}"
1584252354,616c0c869dba7c00507db330,4.5,친절하고 음식이 잘나와요. 예약손님이 많은편인가봐요. 예약하고 가면 더 좋을듯요,21.10.17.일,"{'뷰가 좋아요': True, '매장이 청결해요': True, '주차하기 편해요': True, '재료가 신선해요': True, '음식이 맛있어요': True}"
1584252354,613dd3d9d9fd3f00500b0f87,5.0,이시간에는 처음인데 음식도 최고 뷰도 최고네요,21.9.12.일,
1584252354,613dd171f18e05005062afa5,5.0,먹다보니 뷰가 예술이네요. 이틀 연속 오길 잘했어요.  황홀감 충만~~~~^-^,21.9.12.일,"{'주차하기 편해요': True, '화장실이 깨끗해요': True, '친절해요': True, '재료가 신선해요': True, '음식이 맛있어요': True}"
1584252354,613c82a1bb60e80050c7b1be,5.0,"깔끔하면서 반찬 하나하나가 너무 맛있네요.
우연히 들린곳이 이젠 저의 최애 식당이 될듯 하네요.  일하시는 분도 친절해서 대접 받고 나온기분이라 좋네요",21.9.11.토,"{'가성비가 좋아요': True, '음식이 맛있어요': True, '친절해요': True, '주차하기 편해요': True, '화장실이 깨끗해요': True}"
1584252354,6171ff2b869ae4005001ed3d,5.0,"제주도에서 가성비와 가심비를 겸비한 최고의 회정식 찐맛집입니다. 육지에서 지인이 놀러오거나 골프모임을 하고 나서 0순위로 예약하고 방문하는곳이죠!!
3년 째 단골로 이용을 하고 있는데, 변함없이 신선하고 맛있는 메뉴로 감동을 받고 있어요!!
제주도에서 회를 맛보고 싶으시면 한수위로 고고싱!!!
바로 맞은편에 제주공룡랜드가 있고, 가까이에 꽃축제를 자주 하는 항몽유적지도 있어서 아이들이 있는 가족여행을 오셔서 방문하셔도 좋아요^^
아이들이 좋아할 콘버터와 생선구이 그리고 튀김도 회정식에는 모두 포함되어 있어서 굿입니다!!!",21.8.5.목,"{'재료가 신선해요': True, '음식이 맛있어요': True, '가성비가 좋아요': True, '특별한 메뉴가 있어요': True, '친절해요': True}"
1584252354,60b22b9f6b240d004fdfea3b,5.0,"여기가 맛집. 가격대비 가성비 굿
This place is for u guys.
Taste is good and the price is 
awesome . I am scott. If its ok 
Follow and will be ur friend .
Peace yo 😌 👏",21.5.29.토,
1584252354,608d5ad038c8ad00508a864a,4.5,,21.5.1.토,
1584252354,6065494d7afc2600c20e15c6,5.0,공룡랜드 갔다가 우연히 들린곳. 역시 평좋은 이유가 있네요. 가족분들 강추입니다. 회도 맛있고 반찬도 넘 정갈해요. 고등어도 나와서 아이들 먹이기에도 넘 좋아요~ 너무 기분좋게 식사했어요 감사합니다^^,21.4.1.목,
1584252354,60ec74ba7cc4db0050395cda,5.0,"제주에 도착하는 시간이 밥 때면
이래저래 고민 안하고 이 곳에서 점심을 먹습니다.
밑반찬도 깔끔하고 껍질초무침도 나와요.
구성은 사진에서 보시는 것처럼 나오구요.
식사에 밑반찬 몇가지와 고등어구이 반머리, 매운탕이
나오는데 매운탕을 즐기지 않는 제 입에도
매운탕이 좀 깊은 맛이 없는게 아쉬운 점이예요.
회는 갓 잡은 쫄깃한 회가 아닌 숙성회 느낌이라
이 식감을 좋아하지 않는 분들에게는 안 맞으실 수도
있을 것 같구요. 어떤 분들은 가격대비 비싸니 뭐니 하시던데 육지 동네 횟집가도 점심 회정식 먹을라면
만오처넌은 줘야 하는데 제주도 물가 생각하면 비싼 편은 아니란 생각이 드네요.",21.3.15.월,"{'매장이 청결해요': True, '친절해요': True, '음식이 맛있어요': True, '양이 많아요': True}"
